time	temperature
0.0	
6.0	
12.0	297.7852876012571
18.0	298.55697911651544
24.0	306.09318121555924
30.0	304.7988868927306
36.0	297.45616736244574
42.0	294.47792383220997
48.0	291.26230496040455
54.0	305.11401287317017
60.0	300.522801678846
66.0	311.4288304534627
72.0	309.65560671593266
78.0	305.2634758908476
84.0	311.5873099152837
90.0	318.0402525844342
96.0	309.2084153213053
102.0
108.0	310.9022804486692
114.00000000000001	311.2295197708623
120.0	303.86236125427
126.00000000000001	304.0138024359583
132.0	322.003982713593
138.0	328.75277892886487
144.0	324.68617588061716
150.0	319.9027918921937
156.0	322.14718548844576
162.0	318.89602063301163
168.0	324.74507978391387
174.0	322.59332894457066
180.0	320.0886563454052
186.0	326.7805701819594
192.0	332.54518002070455
198.0	325.99826751917817
204.0	318.9942812122007
210.0	319.25014304036995
216.0	326.752906145275
222.0	322.8387745569875
228.00000000000003	318.840380198418
234.0	318.77640002623076
240.0	326.6549169294575
245.99999999999997	327.7531372894203
252.00000000000003	332.5355139093397
258.0	325.7323640760962
264.0	326.2666518429472
270.0	322.60946744703176
276.0	322.60499779464664
282.0	327.8139741325322
288.0	323.06072223214204
294.0	320.0206175119071
300.0	326.6495637452467
306.0	335.5085467014427
312.0	328.66376189844897
318.0	338.9929003028618
324.0	335.1167082375328
330.0	335.9678055809658
336.0	322.4029244745996
342.0	328.43551864336416
348.0	350.5799982634064
354.0	335.70830076832607
360.0	344.29873958405653
366.0	345.3557876074604
372.0	334.1177397744425
378.0	325.57181083253954
384.0	344.5718658991233
390.0	330.64536064943644
396.0	342.758398831508
402.0	325.14501654394974
408.0	336.72722471950885
414.0	NaN
420.0	333.8659698624487
426.0	333.1189062876974
432.0	348.3509518299394
438.0	342.2433529843488
444.0	336.81739262804376
450.0	349.68165404346956
456.00000000000006	332.8889981441685
462.0	341.19603082800523
468.0	345.0901040134551
473.99999999999994	339.76394992191325
480.0	348.2661961291128
486.00000000000006	336.40996135870137
491.99999999999994	338.0203328170791
498.0	346.1518840113542
504.00000000000006	342.0012561680773
510.0	345.05789833856977
516.0	336.3010426542758
522.0	352.6474271393205
528.0	346.45568539070075
534.0	347.861096470831
540.0	357.1902844828395
546.0	350.4494311234283
552.0	340.3409637040758
558.0	353.13362736027887
564.0	344.23359405284697
570.0	359.4043568741834
576.0	357.6119618265332
582.0	358.9431925858452
588.0	355.9163771974923
594.0	353.382713172861
600.0	366.20463287428214
606.0	347.1892294041531
612.0	353.8640296186666
618.0	343.71605591392307
624.0	355.21843934941614
630.0	NaN
636.0	367.32469505799
642.0	358.7569871338667
648.0	369.5251065385294
654.0	351.26326259903766
660.0	354.85072209400363
666.0	356.3276982955846
672.0	352.655762902302
678.0	365.86750507606524
684.0	368.3085814265298
690.0	364.1083680720956
696.0	357.6264645742186
702.0	347.00816974568426
708.0	347.7437350901535
714.0	358.9492011395984
720.0	365.2621664544875
726.0	364.11128939638473
732.0	360.44457117331206
738.0	355.27866131459234
744.0	364.27978430252
750.0	364.167068849515
756.0	364.3704629761098
762.0	362.77401064065
768.0	367.4057152021717
774.0	362.28966737843473
780.0	370.7828301185932
786.0	367.1972787572541
792.0	360.4359020829385
798.0	354.53267501054347
804.0	359.87009399938376
810.0	370.44784707470575
816.0	358.61010758567596
822.0	377.59511887922815
828.0	360.980564325898
834.0	364.6197544219101
840.0	368.6243466669084
846.0	365.8151805687655
852.0	379.7344806908636
858.0	372.37948256308715
864.0	371.68661900789755
870.0	377.3875229654551
876.0	375.0239943296814
882.0	366.9997596263759
888.0	362.5995871068409
894.0	362.81107620572624
900.0	372.00752647787397
905.9999999999999	367.48501509836467
912.0000000000001	373.1992595737586
918.0	363.539409885408
924.0	368.96407830077464
930.0000000000001	361.759432907993
936.0	365.4832248766146
942.0	376.46741585365476
947.9999999999999	382.3344571543759
954.0	361.1507524850551
960.0	380.0241755828643
965.9999999999999	380.2247332398526
972.0000000000001	367.56939582415635
978.0	385.0112255710676
983.9999999999999	367.87936553087843
990.0000000000001	379.3324721179221
996.0	381.96350488495557
1002.0	372.935202752243
1008.0000000000001	367.6022766982404
1014.0	393.85702855231597
1020.0	374.8901365693248
1026.0	383.109937260655
1032.0	373.7347666798774
1038.0	375.9442567792874
1044.0	381.1703478881905
1050.0	382.6495664656662
1056.0	356.82478158744345
1062.0	374.0508305890174
1068.0	387.3414799439195
1074.0	395.7598748390973
1080.0	380.662975990496
1086.0	386.0267346701171
1092.0	380.3966803489136
1098.0	388.66700715232514
1104.0	382.22415603105395
1110.0	383.794823126623
1116.0	382.6804056561072
1122.0	372.6236708436696
1128.0	385.9171523493215
1134.0	382.6970438930549
1140.0	365.08741768517245
1146.0	385.28071629920066
1152.0	386.6484146859736
1158.0	372.89276720995326
1164.0	375.43936088537214
1170.0	375.634385314768
1176.0	395.76615263129685
1182.0	375.771491107463
1188.0	370.73227101608865
1194.0	381.1405337328107
1200.0	378.2323510014168
1206.0	383.5754760478214
1212.0	369.5574352870447
1218.0	382.1617707194498
1224.0	370.241743257732
1230.0	376.30467141934923
1236.0	393.00238636231177
1242.0	391.29211898519816
1248.0	387.950772705597
1254.0	386.5500175600289
1260.0	390.14419742401645
1266.0	391.07821782514964
1272.0	386.21897040189566
1278.0	390.42100203068065
1284.0	386.4752053228861
1290.0	394.11762680123275
1296.0	376.4028907145686
1302.0	384.9063795574439
1308.0	378.4670711081342
1314.0	386.59033753378543
1320.0	388.38867176488145
1326.0	384.8409958403676
1332.0	376.5151099167716
1338.0	389.0156197490123
1344.0	382.27232856753847
1350.0	375.4849913708839
1356.0	395.0534220643514
1362.0	392.6220516824927
1368.0	396.79491093770645
1374.0	388.98045623091866
1380.0	394.7028356330618
1386.0	388.20557018944163
1392.0	388.76312672668104
1398.0	386.64613069550285
1404.0	373.47100320106426
1410.0	381.3879302260157
1416.0	382.30614304576494
1422.0	402.0861797587098
1428.0	389.8316009035151
1434.0	379.4695003503372
1440.0	389.0587536696597
1446.0	386.5455249444779
1452.0	393.67141354918607
1458.0	394.80812001597036
1464.0	379.90180561250236
1470.0	375.44054274964856
1476.0	382.6565294763653
1482.0	393.74678973187594
1488.0	381.81175923972035
1494.0	380.7426040961016
1500.0	385.12773748752977
1506.0	390.6559891857151
1512.0	389.6885015215424
1518.0	386.7952141298646
1524.0	385.9810095664742
1530.0	391.29648095816054
1536.0	392.76687596731585
1542.0	407.52887625267044
1548.0	390.4539594911758
1554.0	386.2413575943183
1560.0	402.76513375222765
1566.0	392.6166415254371
1572.0	389.64994834371237
1578.0	389.8712788930047
1584.0	394.0684502314385
1590.0	388.5696266257717
1596.0	392.4470922933362
1602.0	371.3058147911461
1608.0	395.30776979107634
1614.0	380.7795347132909
1620.0	393.32842600150053
1626.0	408.23479498174646
1632.0	401.2901065718852
1638.0	393.96993338063066
1644.0	389.25744166919094
1650.0	405.44589891349864
1656.0	395.809563714996
1662.0	385.97444382153697
1668.0	394.48699557740053
1674.0	393.62598120158935
1680.0	391.6246329721659
1686.0	388.6805226677042
1692.0	395.5872910510063
1698.0	381.4329889478751
1704.0	383.3358976770095
1710.0	386.18679435146237
1716.0	397.4640961871378
1722.0	398.9593341672219
1728.0	403.9023552365365
1734.0	400.58215905731566
1740.0	394.9002885977498
1746.0	391.26778628949444
1752.0	405.90016616314944
1758.0	396.1042790222576
1764.0	400.99553611889246
1770.0	404.0668613570003
1776.0	401.11604074949815
1782.0	379.0559983381896
1788.0	409.7031361834872
1794.0	397.5555727827693
1800.0	400.7471779164391
1806.0000000000002	398.92060247582725
1811.9999999999998	405.11114373620916
1818.0	393.4891887870723
1824.0000000000002	402.00887805241166
1830.0	406.85024870213766
1836.0	397.0703008511765
1842.0000000000002	376.79880524467063
1848.0	394.9079906601885
1854.0	410.4483031593974
1860.0000000000002	391.5403029752361
1866.0	405.14484475063307
1872.0	402.9326092643805
1877.9999999999998	396.3914035270145
1884.0	392.4460863763558
1890.0	402.7494112293312
1895.9999999999998	387.94924221728456
1902.0	392.6981042084009
1908.0	395.0602432899333
1913.9999999999998	391.87881030056496
1920.0	399.76472691321067
1926.0	406.468703944837
1931.9999999999998	394.489564413743
1938.0	402.208669668066
1944.0000000000002	405.99723971683215
1949.9999999999998	395.1884429045264
1956.0	401.65510654735937
1962.0000000000002	398.3740230508366
1967.9999999999998	405.93304772006064
1974.0	402.32479184034077
1980.0000000000002	399.02344339273867
1986.0	403.45781743422987
1992.0	403.1881551327779
1998.0000000000002	395.97040056684585
2004.0	402.4047612171811
2010.0	412.5181691464175
2016.0000000000002	405.1448675045164
2022.0	401.06226324470595
